school_year,location_name,location_code,borough,geographical_district_code,register,schools,nypd_site_code,nypd_site_name,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,geocode,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,building_name
2016 - 17,I.S. 093 Ridgewood,Q093,Q,24,1995,1,902,PS 082Q,P.S. 089 Elmhurst,0,0,0,0,0,9C,1751-2000,0.9,3.5,7.25,2.55,1.45,"{'latitude': '40.841311', 'longitude': '-74.26959', 'human_address': '{""address"": ""66 56 FOREST AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",9219.0,,,,,11385.0,40.706041,-73.902584,5.0,30.0,589.0,4083511.0,4034900001.0,Ridgewood                                                                  ,
2016 - 17,Professional Performing Arts High School,M408,M,2,375,2,549,JHS 013M,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '27.55681', 'longitude': '-82.566745', 'human_address': '{""address"": ""328 WEST 48 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",3685.0,,,,,10036.0,40.761448,-73.988019,4.0,3.0,127.0,1025092.0,1010380014.0,Clinton                                                                    ,328 WEST  48 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 053 The Barbara Esselborn School,R053,R,31,798,1,1281,IS 43 ,P.S. 050 Frank Hankinson,0,1,1,1,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '40.344662', 'longitude': '-78.962801', 'human_address': '{""address"": ""330 DURANT AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",3045.0,,,,,10308.0,40.55258,-74.13706,3.0,51.0,13203.0,5065016.0,5051060001.0,Great Kills                                                                ,
2016 - 17,283 ADAMS STREET CONSOLIDATED LOCATION,K313,K,13,487,2,126,PS 309K,The Urban Assembly School for Law and Justice |  Urban Assembly Institute of Math and Science for Y |  283 ADAMS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.694626', 'longitude': '-73.988637', 'human_address': '{""address"": ""283 ADAMS STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",16865.0,68.0,2.0,38.0,54.0,11201.0,40.694682,-73.988853,2.0,33.0,11.0,3331741.0,3001400010.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,283 ADAMS STREET CONSOLIDATED LOCATION
2016 - 17,I.S. 077,Q077,Q,24,518,1,1349,Young Women Leadership School-Astoria,Baccalaureate School for Global Education,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '40.699365', 'longitude': '-73.901873', 'human_address': '{""address"": ""976 SENECA AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",15310.0,54.0,3.0,30.0,62.0,11385.0,40.699516,-73.90214,5.0,34.0,555.0,4085922.0,4035630023.0,Ridgewood                                                                  ,
2016 - 17,New Design High School,M543,M,2,352,5,654,HS FOR HUMANITIES,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '41.756114', 'longitude': '-124.216226', 'human_address': '{""address"": ""350 GRAND STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",19631.0,,,,,10002.0,40.716778,-73.989337,3.0,1.0,18.0,1005283.0,1004080030.0,Chinatown                                                                  ,350 GRAND STREET CONSOLIDATED LOCATION
2016 - 17,The Highbridge Green School,X361,X,9,484,1,504,PS 209X,I.S. 254,1,2,2,0,3,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.839138', 'longitude': '-73.928331', 'human_address': '{""address"": ""200 West 167th Street"", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,42.0,27.0,10452.0,40.838224,-73.927891,4.0,16.0,193.0,2117349.0,2025270058.0,Highbridge                                                                 ,
2016 - 17,P.S. 041 Greenwich Village,M041,M,2,1040,2,578,PS 030M,P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION,0,0,1,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '39.033537', 'longitude': '-96.830213', 'human_address': '{""address"": ""116 WEST 11 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",7661.0,,,,,10011.0,40.735692,-73.999026,2.0,3.0,71.0,1010543.0,1006060049.0,West Village                                                               ,319 EAST 19 STREET CONSOLIDATED LOCATION
2016 - 17,I.S. 072 Rocco Laurie,R072,R,31,141,1,#N/A,#N/A,P.S. 062 The Kathleen Grimm School for Leadership and Sustainability | 644 Bloomindale Road,0,0,0,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,"{'latitude': '40.956257', 'longitude': '-74.137158', 'human_address': '{""address"": ""33 FERNDALE AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",32683.0,,,,,10314.0,40.593005,-74.158988,2.0,51.0,27706.0,5037524.0,5023640001.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,
2016 - 17,I.S. 051 Edwin Markham,R051,R,31,762,2,1003,PS 041R,The Eagle Academy for Young Men of Staten Island |I.S. 49 Berta A. Dreyfus |101 WARREN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'latitude': '31.435506', 'longitude': '-87.395601', 'human_address': '{""address"": ""20 HOUSTON STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",29407.0,,,,,10302.0,40.622596,-74.14497,1.0,50.0,251.0,5107210.0,5014780500.0,Port Richmond                                                              ,101 WARREN STREET CONSOLIDATED LOCATION
2016 - 17,High School for Public Service: Heroes  of Tomorro,K546,K,17,246,4,149,ERASMUS HALL HS,"School for Human Rights, The |  School for Democracy and  Leadership |  International Arts Business School |  High School for Public Service: Heroes  of Tomorro |  Brooklyn Institute for Liberal Arts |  600 KINGSTON AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.658787', 'longitude': '-73.942431', 'human_address': '{""address"": ""600 KINGSTON AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",16866.0,17.0,2.0,11.0,44.0,11203.0,40.658893,-73.942458,9.0,40.0,810.0,3107227.0,3048110001.0,Prospect Lefferts Gardens-Wingate                                          ,600 KINGSTON AVENUE CONSOLIDATED LOCATION
2016 - 17,It Takes a Village Academy,K563,K,18,2049,1,185,LAFAYETTE HS,Abraham Lincoln High School |2800 OCEAN PARKWAY CONSOLIDATED LOCATION,0,6,13,4,2,10C,2001-2500,1.69,7.16,17.44,3.63,3.94,"{'latitude': '40.648654', 'longitude': '-73.922313', 'human_address': '{""address"": ""5800 TILDEN AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",16866.0,61.0,2.0,26.0,40.0,11203.0,40.648657,-73.922171,17.0,45.0,936.0,3104598.0,3047420001.0,Rugby-Remsen Village                                                       ,2800 OCEAN PARKWAY CONSOLIDATED LOCATION
2016 - 17,P.S. 297 Abraham Stockton,K297,K,14,325,1,182,JHS 293K,Evergreen Middle School for Urban Exploration,0,0,4,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '43.456324', 'longitude': '-88.821731', 'human_address': '{""address"": ""700 PARK AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",13519.0,,,,,11206.0,40.697781,-73.947809,3.0,36.0,257.0,3048508.0,3017390011.0,Bedford                                                                    ,
2016 - 17,Bard High School Early College,M696,M,1,450,1,544,IS 090M,P.S. 096 Joseph Lanzetta,0,4,5,0,2,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.718963', 'longitude': '-73.97594', 'human_address': '{""address"": ""525 EAST HOUSTON STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70.0,4.0,50.0,4.0,10002.0,40.719029,-73.975891,3.0,2.0,1002.0,1004062.0,1003250025.0,Lower East Side                                                            ,
2016 - 17,P.S. 309 The George E. Wibecan Preparatory Academy,K309,K,16,752,2,1048,PS 305K,P.S. 308 Clara Cardwell|  Teaching Firms of America-Professional Preparatory|  616 QUINCY STREET CONSOLIDATED LOCATION,2,5,9,2,5,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '42.103577', 'longitude': '-86.44529', 'human_address': '{""address"": ""794 MONROE STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",4196.0,,,,,11221.0,40.688419,-73.924833,3.0,41.0,385.0,3045047.0,3016430036.0,Stuyvesant Heights                                                         ,616 QUINCY STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 035 Franz Siegel,X035,X,9,820,1,1135,PS 23X,P.S. 032 Belmont,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '42.153125', 'longitude': '-72.573047', 'human_address': '{""address"": ""261 EAST 163 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",10775.0,,,,,10451.0,40.827304,-73.91767,4.0,16.0,18302.0,2101573.0,2024460043.0,East Concourse-Concourse Village                                           ,
2016 - 17,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,K262,K,16,772,1,1332,Excellence Charter School of Bedford Stuyvesant,P.S. 261 Philip Livingston,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '36.009178', 'longitude': '-78.901963', 'human_address': '{""address"": ""500 MACON STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",28421.0,,,,,11233.0,40.683241,-73.930813,3.0,36.0,297.0,3046876.0,3016710019.0,Crown Heights North                                                        ,
2016 - 17,P.S. 032 Samuel Mills Sprole,K032,K,15,518,2,62,PS 031K,P.S. 032 Samuel Mills Sprole |  M.S. 442 Carroll Gardens School for Innovation |  317 HOYT STREET CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.680484', 'longitude': '-73.991938', 'human_address': '{""address"": ""317 HOYT STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",13514.0,14.0,2.0,27.0,48.0,11231.0,40.680445,-73.991949,6.0,39.0,75.0,3395587.0,3004370001.0,Carroll Gardens-Columbia Street-Red Hook                                   ,317 HOYT STREET CONSOLIDATED LOCATION
2016 - 17,I.S. 136 Charles O. Dewey,K136,K,15,608,1,89,PS 132K,P.S. 135 Sheldon A. Brookner,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '40.485493', 'longitude': '-78.413348', 'human_address': '{""address"": ""4004 4 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",30153.0,,,,,11232.0,40.651977,-74.006862,7.0,38.0,82.0,3010580.0,3007130020.0,Sunset Park West                                                           ,
2016 - 17,University Neighborhood High School,M448,M,1,407,5,654,HS FOR HUMANITIES,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '41.574924', 'longitude': '-84.007334', 'human_address': '{""address"": ""200 MONROE STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",254.0,,,,,10002.0,40.712399,-73.984497,3.0,1.0,202.0,1003214.0,1002590044.0,Lower East Side                                                            ,350 GRAND STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 123,Q123,Q,27,1077,1,914,PS 114Q,P.S. 120 Queens,0,0,1,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '28.01492', 'longitude': '-81.72557', 'human_address': '{""address"": ""145 01 119 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",1606.0,,,,,11436.0,40.678296,-73.79562,12.0,28.0,18402.0,4260828.0,4120190010.0,Baisley Park                                                               ,
2016 - 17,P.S. 096 Richard Rodgers,X096,X,11,1727,2,383,PS 087X,P.S. 095 Sheila Mencher |  Ampark Neighborhood |  3961 HILLMAN AVENUE CONSOLIDATED LOCATION,1,2,0,1,2,8C,1501-1750,0.66,3.26,7.31,1.77,1.74,"{'latitude': '40.861373', 'longitude': '-73.868982', 'human_address': '{""address"": ""650 WARING AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",11605.0,59.0,5.0,22.0,32.0,10467.0,40.861371,-73.869296,11.0,15.0,33201.0,2049999.0,2043410013.0,Bronxdale                                                                  ,3961 HILLMAN AVENUE CONSOLIDATED LOCATION
2016 - 17,BRONX BRIDGES HIGH SCHOOL,X432,X,8,447,8,527,THEODORE ROOSEVELT HS,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '37.665046', 'longitude': '-120.962673', 'human_address': '{""address"": ""1980 LAFAYETTE AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",13664.0,,,,,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            ,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION
2016 - 17,I.S. 364 Gateway,K364,K,19,1056,2,1040,PS 335K,P.S. 156 Waverly |  I.S. 392 |  104 SUTTER AVENUE CONSOLIDATED LOCATION,0,0,1,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '40.645932', 'longitude': '-73.880827', 'human_address': '{""address"": ""1426 FREEPORT LOOP"", ""city"": """", ""state"": """", ""zip"": """"}'}",13830.0,45.0,2.0,25.0,47.0,11239.0,40.645806,-73.881671,5.0,42.0,105804.0,3098295.0,3044520040.0,Starrett City                                                              ,104 SUTTER AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 084 Jose De Diego,K084,K,14,799,1,79,PS 081K,P.S. 084 Jose De Diego,0,1,1,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '40.89296', 'longitude': '-74.049104', 'human_address': '{""address"": ""250 BERRY STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",2739.0,,,,,11249.0,40.714785,-73.963,1.0,34.0,551.0,3062766.0,3023910001.0,North Side-South Side                                                      ,
2016 - 17,681 KELLY STREET,X052,X,8,321,2,330,CS 042X,AFairmont Neighborhood School|  ASamara Community School|  1550 VYSE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '30.462017', 'longitude': '-93.420618', 'human_address': '{""address"": ""681 KELLY STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",19134.0,,,,,10455.0,40.815429,-73.902139,2.0,17.0,83.0,2005133.0,2026860020.0,Longwood                                                                   ,1550 VYSE AVENUE CONSOLIDATED LOCATION
2016 - 17,Medgar Evers College Preparatory School,K590,K,17,1139,2,148,EDWARD R. MURROW HS,"George Westinghouse Career and Technical Education|City Polytechnic High School of Engineering, Archi|105 TECH PLACE CONSOLIDATED LOCATION",0,3,18,1,2,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '39.125812', 'longitude': '-84.869684', 'human_address': '{""address"": ""1186 CARROLL STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",25921.0,,,,,11225.0,40.667195,-73.951167,9.0,35.0,321.0,3348092.0,3012890025.0,Crown Heights South                                                        ,105 TECH PLACE CONSOLIDATED LOCATION
2016 - 17,549 AUDUBON AVENUE CONSOLIDATED LOCATION,M465,M,6,409,5,709,WASHINGTON IRVING HS,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '28.010919', 'longitude': '-80.660106', 'human_address': '{""address"": ""549 AUDUBON AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",21888.0,,,,,10040.0,40.855954,-73.927051,12.0,10.0,277.0,1076751.0,1021600018.0,Washington Heights North                                                   ,549 AUDUBON AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 008 Robert Fulton,K008,K,13,947,1,51,PS 008K,P.S. 008 Robert Fulton,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '39.005844', 'longitude': '-85.631676', 'human_address': '{""address"": ""37 HICKS STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",26427.0,,,,,11201.0,40.70071,-73.993241,2.0,33.0,1.0,3001540.0,3002110001.0,Brooklyn Heights-Cobble Hill                                               ,
2016 - 17,P.S. 188 The Island School,M188,M,1,567,1,621,PS 176M,P.S. 183 Robert L. Stevenson,1,0,0,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '31.670855', 'longitude': '-96.48019', 'human_address': '{""address"": ""442 EAST HOUSTON STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",21728.0,,,,,10002.0,40.719598,-73.977904,3.0,2.0,20.0,1004349.0,1003560100.0,Lower East Side                                                            ,
2016 - 17,High School of Applied Communication,Q267,Q,24,478,1,1426,Queens Metropolitan H.S.,John F. Kennedy Jr. School,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.745129', 'longitude': '-73.936788', 'human_address': '{""address"": ""30 20 THOMSON AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",16858.0,53.0,3.0,33.0,66.0,11101.0,40.745095,-73.936635,2.0,26.0,179.0,4003517.0,4002740001.0,Hunters Point-Sunnyside-West Maspeth                                       ,
2016 - 17,Queens Gateway to Health Sciences Secondary School,Q680,Q,28,1067,3,858,JAMAICA LEARNING CENTER,Metropolitan Expeditionary Learning School |  P.S. Q233 |  QUEENS METROPOLITAN HIGH SCHOOL |  91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.718884', 'longitude': '-73.806231', 'human_address': '{""address"": ""160 20 GOETHALS AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",24340.0,25.0,3.0,24.0,65.0,11432.0,40.718831,-73.806499,8.0,24.0,1267.0,4539721.0,4068580050.0,Pomonok-Flushing Heights-Hillcrest                                         ,91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION
2016 - 17,George Washington Carver High School for the Scien,Q272,Q,29,3744,1,#N/A,#N/A,Benjamin N. Cardozo High School,2,15,11,7,4,12C,3001-4000,1.13,8.47,15.33,3.8,3.07,"{'latitude': '32.906697', 'longitude': '-83.72483', 'human_address': '{""address"": ""143 10 SPRINGFIELD BOULEVARD"", ""city"": """", ""state"": """", ""zip"": """"}'}",22850.0,,,,,11413.0,40.668235,-73.756839,12.0,31.0,330.0,4280845.0,4130570056.0,Springfield Gardens North                                                  ,
2016 - 17,P.S. X140 The Eagle School,X140,X,8,389,3,399,PS 134X,P.S. / I.S. 224 |  International Community High School |  Academy of Applied Mathematics and Technology |  345 BROOK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '30.565076', 'longitude': '-96.290861', 'human_address': '{""address"": ""916 EAGLE AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",23554.0,,,,,10456.0,40.823289,-73.907948,3.0,17.0,185.0,2004469.0,2026270009.0,Morrisania-Melrose                                                         ,345 BROOK AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 243K- The Weeksville School,K243,K,16,226,1,#N/A,#N/A,Olympus Academy 755 East 100 Street,0,0,5,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,"{'latitude': '40.6761', 'longitude': '-73.935713', 'human_address': '{""address"": ""1580 DEAN STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",17615.0,16.0,2.0,49.0,49.0,11213.0,40.676094,-73.935688,8.0,36.0,309.0,3035761.0,3013470001.0,Crown Heights North                                                        ,755 EAST 100 STREET
