order,property_id,property_name,parent_property_id,parent_property_name,bbl_10_digits,nyc_borough_block_and_lot_bbl_self_reported,nyc_building_identification_number_bin,address_1_self_reported,address_2,postal_code,street_number,street_name,borough,dof_gross_floor_area,primary_property_type_self_selected,list_of_all_property_use_types_at_property,largest_property_use_type,largest_property_use_type_gross_floor_area_ft,_2nd_largest_property_use_type,_2nd_largest_property_use_gross_floor_area_ft,_3rd_largest_property_use_type,_3rd_largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings_self_reported,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,site_eui_kbtu_ft,weather_normalized_site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,weather_normalized_site_natural_gas_intensity_therms_ft,weather_normalized_source_eui_kbtu_ft,fuel_oil_1_use_kbtu,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,district_steam_use_kbtu,natural_gas_use_kbtu,weather_normalized_site_natural_gas_use_therms,electricity_use_grid_purchase_kbtu,weather_normalized_site_electricity_kwh,total_ghg_emissions_metric_tons_co2e,direct_ghg_emissions_metric_tons_co2e,indirect_ghg_emissions_metric_tons_co2e,property_gfa_self_reported_ft,water_use_all_water_sources_kgal,water_intensity_all_water_sources_gal_ft,source_eui_kbtu_ft,release_date,water_required,dof_benchmarking_submission_status,latitude,longitude,community_board,council_district,census_tract,nta
614,5819202,Gild Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000680028.0,1-00068-0028,1085948,15 Gold Street,Not Available,10038,15.0,GOLD STREET,Manhattan,71539.0,Hotel,Hotel,Hotel,71539.0,Not Available,Not Available,Not Available,Not Available,1999,1,100,Whole Building,Not Available,59,93.2,97.3,15.3,0.4,211.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2894300.2,32157.2,3772306.8,1097862.7,503.8,153.7,350.1,71539,Not Available,Not Available,208.1,2017-04-10T10:21:43.000,No,In Compliance,40.707753000000004,-74.006918,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
615,4495723,100 William Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000680036.0,1000680036,1001116,100 William Street,Not Available,10038,100.0,WILLIAM STREET,Manhattan,377120.0,Office,Office,Office,381163.0,Not Available,Not Available,Not Available,Not Available,1972,1,100,Whole Building,Whole Building,12,173.7,171.8,34.8,Not Available,436.8,Not Available,Not Available,Not Available,Not Available,Not Available,2.06054222E7,Not Available,Not Available,45600356.9,1.32691993E7,5599.9,0.0,5599.9,381163,10768.4,28.25,440.7,2017-05-01T07:51:24.000,No,In Compliance,40.708496999999994,-74.00747700000001,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
616,3554995,80 John Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000687501.0,1-00068-7501,1001115,80 John Street,Not Available,10038,80.0,JOHN STREET,Manhattan,200610.0,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,135466.0,Retail Store,8065,Parking,6033,1927,1,100,Whole Building,Whole Building,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,,,,149564,Not Available,Not Available,,2017-05-01T23:34:16.000,Yes,In Compliance,40.708445000000005,-74.006886,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
617,3115726,90 William Street - Be @ William Condominium Association,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000687502.0,1-00068-7502,1087755;1001114,90 William Street,Not Available,10038,90.0,WILLIAM STREET,Manhattan,126430.0,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,112074.0,Retail Store,9398,Not Available,Not Available,1967,1,100,Whole Building,Whole Building,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,,,,121472,Not Available,Not Available,,2017-05-01T23:34:16.000,No,In Compliance,40.708184,-74.007787,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
619,2688012,2 Gold Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000690018.0,1-00069-0018,1088318;1087146,2 Gold Street,Not Available,10038,2.0,GOLD STREET,Manhattan,627330.0,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,636074.0,Parking,19557,Not Available,Not Available,2000,1,100,Whole Building,Whole Building,24,92.4,95.9,8.1,0.7,158.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.06330922E7,433523.2,18145800.4,5162834.9,3842.1,2158.2,1683.9,636074,30812.9,48.44,156.7,2017-04-28T14:53:56.000,Yes,In Compliance,40.707295,-74.007336,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
620,3089543,116 John Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000690032.0,1000690032,1001126,116 John Street,Not Available,10038,116.0,JOHN STREET,Manhattan,338463.0,Office,Office,Office,342310.0,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Not Available,93,64.7,66,10.1,0.3,141.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.01862007E7,107453.2,11969296.5,3468637.2,1651.8,541.0,1110.7,342310,Not Available,Not Available,141.0,2017-04-28T17:57:34.000,No,In Compliance,40.707605,-74.00572,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
621,4394700,90 John Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000697502.0,1000697502,1001127,90 John Street,Not Available,10038,90.0,JOHN STREET,Manhattan,372364.0,Office,Office,Office,191829.0,Not Available,Not Available,Not Available,Not Available,1932,1,90,Whole Building,Whole Building,41,126.6,131.6,17.1,Not Available,271.2,Not Available,Not Available,Not Available,Not Available,Not Available,1.28098172E7,Not Available,Not Available,11484246.0,3276270.8,1916.3,0.0,1916.3,191829,16681.8,86.96,268.3,2017-06-12T17:35:05.000,No,In Compliance,40.708172999999995,-74.00646400000001,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
622,5833866,180 Water Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000700032.0,1-00070-0032,1001134    	,180 Water Street,Not Available,10038,180.0,WATER STREET,Manhattan,487950.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,453857.0,Not Available,Not Available,Not Available,Not Available,1971,1,100,Whole Building,Not Available,1,145.1,143.3,9.8,1.1,220.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.03781283E7,498699.7,15485607.6,4450753.3,4112.9,2675.8,1437.1,453857,Not Available,Not Available,223.7,2017-04-28T17:57:34.000,No,In Compliance,40.706787,-74.005114,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
623,4393123,160 Water Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000700043.0,1000700043,1001135,160 Water Street,Not Available,10038,160.0,WATER STREET,Manhattan,481858.0,Office,Office,Office,487562.0,Not Available,Not Available,Not Available,Not Available,1969,1,95,Whole Building,Whole Building,48,117.5,117.1,18.3,Not Available,261.7,Not Available,Not Available,Not Available,Not Available,Not Available,2.66675002E7,Not Available,Not Available,30615193.7,8916163.1,4611.8,0.0,4611.8,487562,11721.2,24.04,263.0,2017-04-17T16:58:43.000,No,In Compliance,40.706452,-74.00559399999999,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
624,2270240,125 Maiden Lane TEI,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000707501.0,1-00070-7501,1087484,125 Maiden Lane,Not Available,10038,125.0,MAIDEN LANE,Manhattan,343902.0,Office,"Office, Other, Retail Store",Office,303598.0,Other,7064,Retail Store,5346,1959,1,95,Whole Building,Whole Building,88,52.3,51.9,11.8,0.1,138.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3672767.4,36727.7,12855777.8,3731854.8,1388.1,195.1,1193.0,316008,Not Available,Not Available,139.9,2017-04-28T09:28:25.000,Yes,In Compliance,40.706396999999996,-74.006341,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
626,5842046,175 Water AIG,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000717501.0,1000717501,Not Available,175 Water St,Not Available,10022,175.0,WATER STREET,Manhattan,580000.0,Office,Office,Office,600000.0,Not Available,Not Available,Not Available,Not Available,1982,1,100,Whole Building,Whole Building,70,80.0,81.6,19.2,0,224.7,Not Available,Not Available,Not Available,Not Available,Not Available,7618926.2,1100800,11008,39273118.9,1.15102914E7,4208.9,58.5,4150.4,600000,25109.4,41.85,222.7,2017-04-17T20:33:36.000,No,In Compliance,40.706699,-74.005208,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
627,4402600,(9270) -  85 South Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000720027.0,1-00072-0027,1001142,85 South Street ,Not Available,10038,85.0,SOUTH STREET,Manhattan,52005.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,52005.0,Not Available,Not Available,Not Available,Not Available,1900,1,95,Whole Building,Whole Building,93,38.2,39.8,6,0.2,84.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,886957.6,10000.7,1101116.4,313713.7,149.3,47.1,102.2,52005,1536.3,29.54,84.4,2017-03-23T14:51:56.000,No,In Compliance,40.705618,-74.004162,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
628,1796894,One Seaport Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000747501.0,1000747501,1001162,199 Water Street,Not Available,10038,199.0,WATER STREET,Manhattan,995083.0,Office,"Fast Food Restaurant, Food Service, Office, Parking, Retail Store",Office,966873.0,Parking,19490,Retail Store,16871,1984,1,100,Whole Building,Whole Building,73,75.5,77,17.5,0,208.4,Not Available,Not Available,Not Available,Not Available,Not Available,1.46082288E7,186712.1,1867.1,59886494.2,1.73221299E7,6537.3,9.9,6527.4,988890,Not Available,Not Available,208.1,2017-04-21T16:27:41.000,Yes,In Compliance,40.70727,-74.00431400000001,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
629,2560647,200 WATER LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000750001.0,1-00075-0001,1001163,127 JOHN STREET,Not Available,10038,127.0,JOHN STREET,Manhattan,541000.0,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,529000.0,Retail Store,12000,Not Available,Not Available,1961,1,100,Whole Building,Whole Building,21,80.0,82.7,10.5,0.5,161.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.36204721E7,253700.2,19656503.1,5671544.9,3078.7,1254.6,1824.1,541000,Not Available,Not Available,159.9,2017-03-30T13:06:31.000,No,In Compliance,40.707218,-74.00531600000001,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
630,2379801,40 Fulton Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000750021.0,1000750021,1075618,40 Fulton St,Not Available,10038,40.0,FULTON STREET,Manhattan,234553.0,Office,"Bank Branch, Office",Office,241535.0,Bank Branch,7632,Not Available,Not Available,1986,1,100,Whole Building,Whole Building,74,54.9,54.9,16.1,Not Available,172.2,Not Available,22436.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13659764.0,4003447.3,1269.3,1.7,1267.6,249885,8231.3,33.04,172.2,2017-04-28T17:25:41.000,No,In Compliance,40.707904,-74.004411,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
631,2591922,111 JOHN REALTY CORP.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000750030.0,1-00075-0030,1001167,103 JOHN STREET,Not Available,10038,111.0,JOHN STREET,Manhattan,296076.0,Office,Office,Office,298776.0,Not Available,Not Available,Not Available,Not Available,1936,1,100,Whole Building,Whole Building,89,67.6,71.8,12.6,Not Available,169.5,Not Available,Not Available,Not Available,Not Available,Not Available,7223937.4,Not Available,Not Available,12973126.7,3757207.9,1683.6,0.0,1683.6,298776,Not Available,Not Available,165.4,2017-04-10T11:01:10.000,No,In Compliance,40.707671000000005,-74.005764,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
7404,2664830,MMIKP BRONX REALTY 26,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2030220001.0,2030220001,2010979,P.O. BOX 300513,Not Available,11230,2364.0,TIEBOUT AVENUE,Bronx,66960.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,66960.0,Not Available,Not Available,Not Available,Not Available,1925,1,100,Whole Building,Not Available,14,117.9,117.9,7.6,0.9,177.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6167099.8,61671,1726031.9,505870.9,487.7,327.6,160.2,66960,9682.8,144.61,177.6,2017-04-21T14:08:58.000,Yes,In Compliance,,,,,,
632,3098981,Werber: 40 Gold Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000760024.0,1-00076-0024,1088484;1088485;1088486,40 Gold Street,Not Available,10038,40.0,GOLD STREET,Manhattan,53445.0,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,51895.0,Other,13600,Not Available,Not Available,2009,1,100,Whole Building,Whole Building,89,58.0,60.5,7.4,0.4,116,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2068799.8,23160.7,1726946.3,482035.5,270.1,109.9,160.3,65495,1648,25.16,116.0,2017-04-27T07:11:21.000,No,In Compliance,40.708774,-74.005872,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
633,4851971,15 Cliff Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000767501.0,1-00076-7501,1085931,15 Cliff Street,Not Available,10038,15.0,CLIFF STREET,Manhattan,158477.0,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,142626.0,Parking,15581,Not Available,Not Available,2000,1,100,Whole Building,Whole Building,59,94.0,Not Available,4.4,0.8,Not Available,Not Available,312570,Not Available,Not Available,Not Available,Not Available,1.08292003E7,114577.2,2260607.1,629974.6,808.2,598.4,209.8,142626,6749.4,47.32,131.7,2017-03-26T23:08:17.000,Yes,In Compliance,40.708143,-74.00545,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
634,4021057,99 John Deco Lofts,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000767502.0,1-00076-7502,1087867,99 John Street,Not Available,10038,99.0,JOHN STREET,Manhattan,472059.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,388596.0,Not Available,Not Available,Not Available,Not Available,2003,1,100,Whole Building,Not Available,4,108.2,111.8,12,0.4,201.8,Not Available,10475842,Not Available,Not Available,Not Available,Not Available,1.52669153E7,152669.2,16318493.1,4667916,3102.7,1588.3,1514.4,388596,19344.6,49.78,200.3,2017-05-01T16:04:27.000,No,In Compliance,40.708006,-74.006164,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
635,4414157,85 John Street (WW) - Compliance,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000770001.0,1-00077-0001,1001185,85 John Street,Not Available,10038,87.0,JOHN STREET,Manhattan,160000.0,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,156712.0,Parking,13274,Retail Store,3380,1926,1,95,Whole Building,Whole Building,Not Available,72.1,75.1,11.3,0.4,159.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5268849.9,58745.1,6274616.4,1801764.7,862.1,279.9,582.3,160092,7011.3,43.8,157.6,2017-04-29T16:32:19.000,No,In Compliance,40.708338,-74.00668399999999,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
636,3429197,110 William Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000770008.0,1000770008,1001186,110 William Street,Not Available,10038,110.0,WILLIAM STREET,Manhattan,788241.0,Office,Office,Office,878000.0,Not Available,Not Available,Not Available,Not Available,1958,1,100,Whole Building,Whole Building,96,49.5,50.2,7.6,Not Available,110.5,Not Available,Not Available,Not Available,Not Available,Not Available,2.05557704E7,Not Available,Not Available,22913545.5,6659544.6,3491.2,0.0,3491.2,878000,22087.2,25.16,110.1,2017-04-17T20:54:56.000,No,In Compliance,40.708791,-74.007189,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
637,3089523,135 William Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000780001.0,1000780001,1001192,135 William Street,Not Available,10038,135.0,WILLIAM STREET,Manhattan,76988.0,Multifamily Housing,Multifamily Housing,Multifamily Housing,62462.0,Not Available,Not Available,Not Available,Not Available,1905,1,100,Whole Building,Not Available,96,53.8,57.7,6.1,0.4,104.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2057099.8,23020.4,1304748.8,382400,230.3,109.3,121.1,62462,Not Available,Not Available,100.2,2017-04-28T17:57:34.000,No,In Compliance,40.709359,-74.006644,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
638,4424342,ARC NYC 123 WILLIAMS LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1000780004.0,1-00078-0004,1079063,123 William Street,Not Available,10036,123.0,WILLIAM STREET,Manhattan,493039.0,Office,"Medical Office, Office, Retail Store",Office,520495.0,Retail Store,11751,Medical Office,8460,1957,1,100,Whole Building,Whole Building,84,69.6,71.4,11.9,0,163.5,Not Available,Not Available,Not Available,Not Available,Not Available,1.26092077E7,2684903,26849,22326705.8,6415304.2,3051.8,142.6,2909.1,540706,Not Available,Not Available,162.9,2017-03-30T16:14:42.000,No,In Compliance,40.709112,-74.006889,1.0,1.0,1502.0,Battery Park City-Lower Manhattan                                          
