record_number,nyc_borough_block_and_lot_bbl,co_reported_bbl_status,bbls_co_reported,reported_nyc_building_identificaiton_numbers_bins,street_number,street_name,borough,zip_code,dof_benchmarking_submission_status,site_eui_kbtu_ft2,weather_normalized_site_eui_kbtu_ft2,source_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,municipally_supplied_potable_water_indoor_intensity_gal_ft,automatic_water_benchmarking_eligible,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,direct_ghg_emissions_mtco2e,indirect_ghg_emissions_mtco2e,reported_property_floor_area_building_s_ft,dof_property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,dof_number_of_buildings,latitude,longitude,community_board,community_council,census_tract,bin,nta
239,1001510001.0,,1-00151-0001,1001650,101,DUANE STREET,Manhattan,10007.0,Filed,87,87,149.5,149.6,Not Available,No,Manual,Not Available,3614,40.5,3573.5,483429,434418.0,Multifamily Housing,1.0,40.715477,-74.005927,1.0,1.0,33.0,1001650.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
166,1000747501.0,,1000747501,1001162,199,WATER STREET,Manhattan,10038.0,Filed,60.9,Not Available,159,Not Available,Not Available,No,None,87,5014.1,0,5014.1,988890,985010.0,Office,1.0,40.70727,-74.00431400000001,1.0,1.0,1502.0,1001162.0,Battery Park City-Lower Manhattan                                          
167,1000750001.0,,1000750001,1001163,127,JOHN STREET,Manhattan,10038.0,Filed,63.9,63.7,147,146.2,Not Available,No,None,Not Available,2421,738.7,1682.3,541000,541000.0,Multifamily Housing,1.0,40.707218,-74.00531600000001,1.0,1.0,1502.0,1001163.0,Battery Park City-Lower Manhattan                                          
169,1000750030.0,,1000750030,1001167,111,JOHN STREET,Manhattan,10038.0,Filed,77.5,77.3,191.3,191,Not Available,No,None,82,1941.9,0,1941.9,298776,296076.0,Office,1.0,40.707671000000005,-74.005764,1.0,1.0,1502.0,1001167.0,Battery Park City-Lower Manhattan                                          
172,1000770001.0,,1-00077-0001,1001185,87,JOHN STREET,Manhattan,10038.0,Filed,72.2,71.8,156.2,155.3,55.1,No,Manual,Not Available,787.5,286.1,501.4,160092,160000.0,Multifamily Housing,1.0,40.708338,-74.00668399999999,1.0,1.0,1502.0,1001185.0,Battery Park City-Lower Manhattan                                          
173,1000770008.0,,1000770008,1001186,110,WILLIAM STREET,Manhattan,10038.0,Filed,54.1,54.1,134.2,134.2,Not Available,No,None,91,3984,0,3984,878000,788241.0,Office,1.0,40.708791,-74.007189,1.0,1.0,1502.0,1001186.0,Battery Park City-Lower Manhattan                                          
174,1000770015.0,,1000770015,1001187,130,WILLIAM STREET,Manhattan,10038.0,Filed,9796.3,9716.4,11830.2,11734.2,179.03,No,Manual,1,102327.4,0,102327.4,118000,107124.0,Office,1.0,40.709238,-74.006738,1.0,1.0,1502.0,1001187.0,Battery Park City-Lower Manhattan                                          
175,1000780001.0,,1000780001,1001192,135,WILLIAM STREET,Manhattan,10038.0,Filed,87.3,85.9,172.5,171,Not Available,Yes,None,Not Available,357.9,161.4,196.5,62462,76988.0,Multifamily Housing,1.0,40.709359,-74.006644,1.0,1.0,1502.0,1001192.0,Battery Park City-Lower Manhattan                                          
178,1000787507.0,,1000787507,1001193,111,WILLIAM STREET,Manhattan,10038.0,Filed,89.9,89.1,178.8,177.2,Not Available,No,None,Not Available,797.2,26.7,770.5,105948,97798.0,Multifamily Housing,1.0,40.708763,-74.007243,1.0,1.0,1502.0,1001193.0,Battery Park City-Lower Manhattan                                          
181,1000797503.0,,1000797503,1001215,71,NASSAU STREET,Manhattan,10038.0,Filed,66.1,65.3,163.1,161.4,Not Available,No,None,Not Available,426.3,100.7,325.6,89276,73121.0,Multifamily Housing,1.0,40.709639,-74.008325,1.0,1.0,1502.0,1001215.0,Battery Park City-Lower Manhattan                                          
179,1000790010.0,,1000790010,1001216,17,JOHN STREET,Manhattan,10038.0,Filed,53.6,53.2,115.9,114.7,53.81,Yes,ABS,Not Available,411.2,149.7,261.5,112605,107243.0,Multifamily Housing,1.0,40.709916,-74.008949,1.0,1.0,1502.0,1001216.0,Battery Park City-Lower Manhattan                                          
14385,4026030040.0,,,,57-13,49 STREET,Queens,11378.0,No Submission Matched to BBL,,,,,,Yes,None,,,,,,59000.0,,1.0,,,,,,,
182,1000800001.0,,1-00080-0001,1001227,195,BROADWAY            ,Manhattan,10007.0,Filed,87.6,86.3,199.1,197.5,Not Available,,None,77,6873.9,0,6873.9,927967,1052861.0,Office,1.0,40.710536,-74.009378,1.0,1.0,13.0,1001227.0,Battery Park City-Lower Manhattan                                          
184,1000860001.0,,1000860001,1001230,90,CHURCH STREET,Manhattan,10007.0,Filed,60.8,60,159,157.8,12.46,No,Manual,92,6253.9,0,6253.9,1234704,1154357.0,Office,1.0,40.712586,-74.009775,1.0,1.0,21.0,1001230.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
185,1000880005.0,,1-00088-0005,1001235,20,VESEY STREET,Manhattan,10007.0,Filed,92.7,91.3,185.1,181.4,Not Available,No,None,74,696.3,360.5,335.8,96154,80298.0,Office,1.0,40.711843,-74.009562,1.0,1.0,21.0,1001235.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
186,1000880010.0,,1000880010,1001237,30,VESEY STREET,Manhattan,10007.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,0,,77000,71959.0,Office,1.0,40.711977000000005,-74.009865,1.0,1.0,21.0,1001237.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
188,1000880018.0,,1000880018,1001241,225,BROADWAY,Manhattan,10007.0,Filed,101.1,Not Available,199.3,Not Available,Not Available,No,None,80,3604.3,1891.6,1712.7,461731,480831.0,Office,1.0,40.711870000000005,-74.008217,1.0,1.0,21.0,1001241.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
189,1000890012.0,,1-00089-0012,1001245,212,BROADWAY,Manhattan,10038.0,Filed,98.1,97.6,269.3,268.7,Not Available,No,None,82,6186.7,0,6186.7,761215,756138.0,Office,1.0,40.710959,-74.00898199999999,1.0,1.0,1501.0,1001245.0,Battery Park City-Lower Manhattan                                          
190,1000907501.0,,1000907501,1001249,15,PARK ROW,Manhattan,10038.0,Filed,79.2,Not Available,161.8,Not Available,Not Available,No,None,Not Available,1975.9,932.1,1043.8,336447,343000.0,Multifamily Housing,1.0,40.711508,-74.00767900000001,1.0,1.0,1501.0,1001249.0,Battery Park City-Lower Manhattan                                          
191,1000917502.0,,1-00091-7502,1001263,111,FULTON STREET,Manhattan,10038.0,Filed,68,67.9,149.6,149.5,Not Available,No,None,Not Available,1017.8,0,1017.8,176514,221213.0,Multifamily Housing,1.0,40.709749,-74.006792,1.0,1.0,1501.0,1001263.0,Battery Park City-Lower Manhattan                                          
12413,,,Not Available,1-01289-0028,,,Staten Island,,No BBL on submission,33892.5,Not Available,40916.1,Not Available,Not Available,,,1,360031.8,0,360031.8,174040,,Financial Office,,,,,,,,
192,1000920005.0,,1000920005,1001269;1001270,161,WILLIAM STREET,Manhattan,10038.0,Filed,73.5,72.5,184.6,183.6,Not Available,No,None,Not Available,1152.7,0,1152.7,187518,177433.0,College/University,1.0,40.710059,-74.005955,1.0,1.0,1501.0,1001269.0,Battery Park City-Lower Manhattan                                          
14812,1000920034.0,,1000920034,1001279,,,Manhattan,,Not on Covered Buildings List,30,29.7,56.9,56.3,Not Available,,None,Not Available,70.1,34.2,35.9,36246,,Multifamily Housing,,,,,,,,
14813,1000930001.0,,1000930001,1001280,,,Manhattan,,Not on Covered Buildings List,102.5,102.5,194.2,194.4,Not Available,,None,82,5178.7,0,5178.7,587831,,Office,,,,,,,,
194,1000950027.0,,1-00095-0027,1001290,49,FULTON STREET,Manhattan,10038.0,Filed,109.7,109,163,162,90.92,No,Manual,Not Available,1446.8,1030.5,416.3,223674,208576.0,Multifamily Housing,1.0,40.708179,-74.00461999999999,1.0,1.0,1501.0,1001290.0,Battery Park City-Lower Manhattan                                          
195,1001000001.0,,1001000001,1001352,52,BEEKMAN STREET,Manhattan,10038.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,28.8,,340154,301941.0,Hospital (General Medical & Surgical),1.0,40.709982000000004,-74.005151,1.0,1.0,1501.0,1001352.0,Battery Park City-Lower Manhattan                                          
196,1001000001.0,,1001000001,1001352,52,BEEKMAN STREET,Manhattan,10038.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,28.8,,340154,301941.0,Hospital (General Medical & Surgical),1.0,40.709982000000004,-74.005151,1.0,1.0,1501.0,1001352.0,Battery Park City-Lower Manhattan                                          
197,1001000026.0,,1001000026,1001354,138,NASSAU STREET,Manhattan,10038.0,Filed,82.2,81.8,131,130.3,Not Available,No,None,Not Available,394.6,256.3,138.3,79422,79422.0,Multifamily Housing,1.0,40.711288,-74.006374,1.0,1.0,1501.0,1001354.0,Battery Park City-Lower Manhattan                                          
237,1001500038.0,,1001500038,1001649,291,BROADWAY,Manhattan,10007.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,798,798,0,128940,128940.0,Office,1.0,40.714824,-74.005779,1.0,1.0,33.0,1001649.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
199,1001010001.0,,1001010001,1001355,36,PARK ROW,Manhattan,10038.0,Filed,45.8,Not Available,77.3,Not Available,Not Available,No,None,Not Available,315.8,188.8,127,111685,111685.0,Multifamily Housing,1.0,40.711763,-74.006857,1.0,1.0,1501.0,1001355.0,Battery Park City-Lower Manhattan                                          
203,1001137501.0,,1001137501,1001389,375,PEARL STREET,Manhattan,10038.0,Filed,72.4,72.3,199.8,199.6,Not Available,No,None,39,6713,0,6713,1120000,822318.0,Office,1.0,40.710207000000004,-74.001125,1.0,1.0,29.0,1001389.0,Chinatown                                                                  
207,1001240024.0,,1001240024,1001408,250,BROADWAY,Manhattan,10007.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,0,,Not Available,541195.0,Other,1.0,40.712982000000004,-74.007301,1.0,1.0,21.0,1001408.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
208,1001250020.0,,1001250020,1001409,100,CHURCH STREET,Manhattan,10007.0,Filed,76.2,75.4,177.6,176.6,13.81,No,Manual,85,6548,0,6548,1018237,918240.0,Office,1.0,40.712968,-74.00949,1.0,1.0,21.0,1001409.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
14815,1001270018.0,,1001270018,1001415,,,Manhattan,,Not on Covered Buildings List,99.4,99.4,293.6,293.6,Not Available,,None,Not Available,4136.1,0,4136.1,507000,,Office,,,,,,,,
210,1001327503.0,,1001327503,1001421,71,MURRAY STREET,Manhattan,10007.0,Filed,73.9,72.7,146.1,144.9,27.34,Yes,ABS,Not Available,269.9,121.4,148.5,55672,60415.0,Multifamily Housing,1.0,40.714582,-74.01056899999999,1.0,1.0,21.0,1001421.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
14816,1001347503.0,,1-00134-7503,1001446,,,Manhattan,,Not on Covered Buildings List,91.6,89.7,171,169.1,Not Available,,None,Not Available,728.8,420,308.8,103130,,Multifamily Housing,,,,,,,,
212,1001347505.0,,1001347505,1001451,25,MURRAY STREET,Manhattan,10007.0,Filed,92.3,92.3,166.3,166.3,Not Available,No,None,Not Available,1082.2,659.5,422.7,151457,144330.0,Multifamily Housing,1.0,40.713588,-74.008361,1.0,1.0,21.0,1001451.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
213,1001357501.0,,1001357501,1001473,261,BROADWAY,Manhattan,10007.0,Filed,77.7,77.1,129.2,128.3,14.99,Yes,ABS,Not Available,719.7,483.7,236,122000,122000.0,Multifamily Housing,1.0,40.713696,-74.00672,1.0,1.0,21.0,1001473.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
218,1001370005.0,,1-00137-0005,1001488,76,WARREN STREET,Manhattan,10007.0,Filed,58,57.5,99.2,98.3,Not Available,Yes,None,Not Available,251.7,147.1,104.6,70000,70000.0,Multifamily Housing,1.0,40.715103000000006,-74.010003,1.0,1.0,21.0,1001488.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
223,1001407505.0,,1-00140-7505,1001505,157,CHAMBERS STREET,Manhattan,10007.0,Filed,64.3,63.7,169,167.4,37.42,Yes,ABS,Not Available,442.2,76.8,365.4,92408,92418.0,Multifamily Housing,1.0,40.715987,-74.010248,1.0,1.0,21.0,1001505.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
224,1001417504.0,,1-00141-7504,1001531,166,DUANE STREET,Manhattan,10013.0,Filed,74.8,74.5,138.4,138.2,44.61,Yes,ABS,Not Available,533.5,273.4,260.1,111592,107300.0,Multifamily Housing,1.0,40.717036,-74.009354,1.0,1.0,39.0,1001531.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
225,1001420100.0,,1001420100,1001542,101,MURRAY STREET       ,Manhattan,10007.0,Filed,125.6,Not Available,233.9,Not Available,26.38,,None,Not Available,1151.9,583.5,568.4,143091,145525.0,College/University,1.0,40.715065,-74.01223900000001,1.0,1.0,21.0,1001542.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
228,1001430001.0,,1001430001,1001543,47,HUDSON STREET,Manhattan,10013.0,Filed,63.7,63.4,126.7,126,Not Available,Yes,ABS,Not Available,325.2,144.3,180.9,77630,77630.0,Multifamily Housing,1.0,40.717316,-74.009062,1.0,1.0,39.0,1001543.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
229,1001430004.0,,1-00143-0004,1001544,55,HUDSON STREET,Manhattan,10013.0,Filed,53.3,52.9,98.7,97.9,1.95,Yes,ABS,Not Available,353.6,181.3,172.3,103768,103750.0,Multifamily Housing,1.0,40.717648,-74.009004,1.0,1.0,39.0,1001544.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
230,1001430021.0,,1001430021,1001553,335,GREENWICH STREET,Manhattan,10013.0,Filed,109.9,109.4,151.5,151,Not Available,No,None,Not Available,466.5,380.3,86.2,55800,55800.0,Multifamily Housing,1.0,40.717939,-74.010559,1.0,1.0,39.0,1001553.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
231,1001440040.0,,1-00144-0040,1001572,56,HUDSON STREET,Manhattan,10013.0,Filed,296.1,Not Available,912.4,Not Available,Not Available,No,None,Not Available,25832.2,655.2,25177,1074536,802000.0,Data Center,1.0,40.717721999999995,-74.00896800000001,1.0,1.0,33.0,1001572.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
233,1001480010.0,,1001480010,1001621,63,THOMAS STREET,Manhattan,10013.0,Filed,55.4,Not Available,148.7,Not Available,Not Available,No,Manual,80,470.3,0,470.3,102304,110750.0,Office,1.0,40.716863000000004,-74.007366,1.0,1.0,33.0,1001621.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
234,1001480015.0,,1001480015,1001622,40,WORTH STREET,Manhattan,10013.0,Filed,74.5,Not Available,182.1,Not Available,Not Available,No,None,80,4218,1292.2,2925.8,716932,702815.0,Office,1.0,40.717363,-74.006897,1.0,1.0,33.0,1001622.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
235,1001490033.0,,1-00149-0033,1001635,277,BROADWAY,Manhattan,10007.0,Filed,95,93,172.1,170,Not Available,No,Manual,Not Available,705.7,427.4,278.3,95739,93615.0,Office,1.0,40.714349,-74.00617199999999,1.0,1.0,21.0,1001635.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
238,1001507501.0,,1-00150-7501,1001640,70,READE STREET,Manhattan,10007.0,Filed,43.2,43.2,92.8,92.7,Not Available,No,None,Not Available,235.6,5.1,230.5,65000,56968.0,Multifamily Housing,1.0,40.715095,-74.006782,1.0,1.0,33.0,1001640.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
236,1001500031.0,,1001500031,1001648,299,BROADWAY,Manhattan,10007.0,Filed,56.2,Not Available,125.1,Not Available,Not Available,No,Manual,93,1197.4,491.3,706.1,270564,253033.0,Office,1.0,40.715046,-74.00559100000001,1.0,1.0,33.0,1001648.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
240,1001510032.0,,1-00151-0032,1001659,305,BROADWAY,Manhattan,10007.0,Filed,86.1,Not Available,184.7,Not Available,Not Available,Yes,ABS,73,897.1,402.4,494.7,132600,132600.0,Office,1.0,40.715317999999996,-74.00536,1.0,1.0,33.0,1001659.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1464,1008420021.0,,1-00842-0021,1016063,1,UNION SQUARE WEST,Manhattan,10003.0,Filed,,Not Available,,Not Available,21.47,Yes,ABS,Not Available,,,,51284,51284.0,Multifamily Housing,1.0,40.735319,-73.99165,5.0,2.0,52.0,1016063.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
242,1001550003.0,,1001550003,1001673,52,DUANE STREET,Manhattan,10007.0,Filed,55.3,Not Available,118.9,Not Available,Not Available,No,None,88,462.4,190.9,271.5,113473,103158.0,Office,1.0,40.714387,-74.003773,1.0,1.0,31.0,1001673.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
14824,1001620001.0,,1001620001,1001682,,,Manhattan,,Not on Covered Buildings List,137.2,137.2,300.5,300.5,Not Available,,None,73,583.6,246.8,336.8,54429,,Office,,,,,,,,
246,1001720001.0,,1-00172-0001,1001862,364,BROADWAY,Manhattan,10013.0,Filed,90.2,89.6,123.8,123,20.66,Yes,ABS,Not Available,691.5,565.8,125.7,100879,93378.0,Multifamily Housing,1.0,40.71747,-74.00350300000001,1.0,1.0,31.0,1001862.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
14825,1001737503.0,,1001737503,1001874,,,Manhattan,,Not on Covered Buildings List,86.1,86,147.2,147.1,Not Available,,None,Not Available,529.2,323.2,206,91820,,Multifamily Housing,,,,,,,,
248,1001737501.0,,1-00173-7501,1001877,66,LEONARD STREET,Manhattan,10013.0,Filed,59.3,58.7,155.4,154.8,Not Available,No,None,Not Available,543.4,96.2,447.2,123325,152495.0,Multifamily Housing,1.0,40.717549,-74.005523,1.0,1.0,33.0,1001877.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4502,1018860001.0,,1018860001,1082166,1100,WEST 114 STREET,Manhattan,10025.0,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,0,0,0,258119,1510966.0,Office,8.0,,,,,,,
250,1001737504.0,,1-00173-7504,1001883,335,BROADWAY,Manhattan,10013.0,Filed,21.8,21.7,68.3,68,Not Available,No,None,Not Available,300.9,0,300.9,170000,166215.0,Multifamily Housing,1.0,40.716344,-74.00449499999999,1.0,1.0,33.0,1001883.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
253,1001757504.0,,1-00175-7504,1001924,90,FRANKLIN STREET,Manhattan,10013.0,Filed,30.5,30.5,95.2,95.3,Not Available,No,None,Not Available,265.2,1.6,263.6,107222,107222.0,Multifamily Housing,1.0,40.718137,-74.005004,1.0,1.0,33.0,1001924.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
251,1001750033.0,,1-00175-0033,1001939,365,BROADWAY,Manhattan,10013.0,Filed,,Not Available,,Not Available,Not Available,Yes,None,Not Available,,18.3,,75100,63600.0,Multifamily Housing,1.0,40.717478,-74.00352099999999,1.0,1.0,33.0,1001939.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
256,1001790017.0,,1-00179-0017,1001994,84,HUDSON STREET,Manhattan,10013.0,Filed,62.6,61.7,116.3,115.4,41.57,Yes,ABS,Not Available,243.1,123.5,119.6,60704,51748.0,Multifamily Housing,1.0,40.718584,-74.00882,1.0,1.0,33.0,1001994.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
260,1001797506.0,,1-00179-7506,1001998,14,LEONARD STREET,Manhattan,10013.0,Filed,68.8,68.6,151.7,151.1,36.04,Yes,ABS,Not Available,397.4,137.1,260.3,84100,81650.0,Multifamily Housing,1.0,40.718740000000004,-74.008124,1.0,1.0,33.0,1001998.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
257,1001790032.0,,1001790032,1002002,176,WEST BROADWAY,Manhattan,10013.0,Filed,111.1,110.9,244.6,244.5,52.09,Yes,None,Not Available,305.3,106,199.3,40020,52930.0,Multifamily Housing,1.0,40.717887,-74.00737,1.0,1.0,33.0,1002002.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
258,1001790056.0,,1-00179-0056,1002012,100,HUDSON STREET,Manhattan,10013.0,Filed,87,86.2,128.8,127.7,18.64,Yes,ABS,Not Available,518.9,396.8,122.1,78063,73954.0,Multifamily Housing,1.0,40.719190000000005,-74.008705,1.0,1.0,33.0,1002012.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
259,1001790066.0,,1001790066,1002017,139,FRANKLIN STREET,Manhattan,10013.0,Filed,61.2,58.9,67.6,65.3,1.87,Yes,None,50,258.9,246.6,12.3,56000,56384.0,Non-Refrigerated Warehouse,1.0,40.719177,-74.007547,1.0,1.0,33.0,1002017.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
268,1001877501.0,,1-00187-7501,1002114,375,GREENWICH STREET,Manhattan,10013.0,Filed,187.4,185.9,412.1,410.8,Not Available,No,Manual,2,764,266.1,497.9,59400,63450.0,Office,1.0,40.719704,-74.010242,1.0,1.0,39.0,1002114.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
14827,1001887502.0,,1-00188-7502,1002124,,,Manhattan,,Not on Covered Buildings List,100.4,99.6,188.8,187,Not Available,,None,Not Available,492,244.8,247.2,76176,,Multifamily Housing,,,,,,,,
270,1001887505.0,,1-00188-7505,1002125,48,BEACH STREET,Manhattan,10013.0,Filed,65.5,64.2,139.2,137.8,Not Available,Yes,None,Not Available,295.8,112.6,183.2,66812,94532.0,Multifamily Housing,1.0,40.720634000000004,-74.008831,1.0,1.0,39.0,1002125.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
269,1001887503.0,,1-00188-7503,1002127,53,NORTH MOORE STREET,Manhattan,10013.0,Filed,70.5,70.5,179.8,179.2,Not Available,No,None,Not Available,557.8,113.4,444.4,107866,96504.0,Multifamily Housing,1.0,40.720006,-74.009008,1.0,1.0,39.0,1002127.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
14828,1001897507.0,,1-00189-7507,1002128,,,Manhattan,,Not on Covered Buildings List,81.4,81.2,170.2,170,Not Available,,None,Not Available,382.9,152.1,230.8,70023,,Multifamily Housing,,,,,,,,
271,1001890030.0,,1-00189-0030,1002147,20,NORTH MOORE STREET,Manhattan,10013.0,Filed,60.3,59.8,90.7,89.9,Not Available,No,None,Not Available,306.6,230.5,76.1,66918,60600.0,Multifamily Housing,1.0,40.719811,-74.00722900000001,1.0,1.0,33.0,1002147.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
272,1001897501.0,,1-00189-7501,1002154,220,WEST BROADWAY,Manhattan,10013.0,Filed,62.6,62.2,90.6,90,Not Available,No,None,Not Available,294,228,66,63996,63996.0,Multifamily Housing,1.0,40.719246000000005,-74.006313,1.0,1.0,33.0,1002154.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
275,1001907505.0,,1-00190-7505,1002160,25,NORTH MOORE STREET,Manhattan,10013.0,Filed,28.1,27.8,88.3,87.3,21.68,Yes,ABS,Not Available,297.8,0,297.8,130094,130094.0,Multifamily Housing,1.0,40.719846999999994,-74.007403,1.0,1.0,33.0,1002160.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
273,1001907503.0,,1-00190-7503,1002161;1002162,31,NORTH MOORE STREET,Manhattan,10013.0,Filed,57.9,57.7,114.5,114.3,Not Available,No,None,Not Available,370.1,166.2,203.9,97430,108300.0,Multifamily Housing,1.0,40.719868,-74.00765200000001,1.0,1.0,33.0,1002161.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
