order,property_id,property_name,parent_property_id,parent_property_name,city_building,bbl_10_digits,nyc_borough_block_and_lot,nyc_building_identification,address_1_self_reported,address_2_self_reported,postal_code,street_number,street_name,borough,dof_gross_floor_area_ft,self_reported_gross_floor,primary_property_type_self,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,_3rd_largest_property_use,_3rd_largest_property_use_1,year_built,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,source_eui_kbtu_ft,weather_normalized_source,site_eui_kbtu_ft,weather_normalized_site_eui,weather_normalized_site,weather_normalized_site_1,fuel_oil_1_use_kbtu,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,kerosene_use_kbtu,propane_use_kbtu,district_steam_use_kbtu,district_hot_water_use_kbtu,district_chilled_water_use,natural_gas_use_kbtu,weather_normalized_site_2,electricity_use_grid_purchase,electricity_use_grid_purchase_1,weather_normalized_site_3,annual_maximum_demand_kw,annual_maximum_demand_mm,total_ghg_emissions_metric,direct_ghg_emissions_metric,indirect_ghg_emissions_metric,water_use_all_water_sources,water_use_intensity_all_water,water_required,generation_date,latitude,longitude,community_board,council_district,census_tract,nta
642,1634085,"R052-P.S. 52, Staten Island (0500086)",Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5037050001,5037050001,5053746,450 Buel Avenue,Not Available,10305,450,Buel Avenue,Staten Island,,85200,K-12 School,K-12 School,K-12 School,85200.0,Not Available,Not Available,Not Available,Not Available,1965,1,100,Whole Building,Not Available,61,101.9,101.9,56.6,56.6,7.1,0.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2753400.1,27534,2067672,605999.9,605999.9,260,09/2018,321.4,146.2,175.1,Not Available,Not Available,,2019-05-01T15:11:41.000,40.582744,-74.088509,502.0,50.0,11201.0,Old Town-Dongan Hills-South Beach
643,1634087,R060-0500097,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5015800044,5015800044,5031151,55 Merrill Avenue,Not Available,10314,55,Merrill Avenue,Staten Island,,108125,K-12 School,K-12 School,K-12 School,108125.0,Not Available,Not Available,Not Available,Not Available,1974,1,100,Whole Building,Not Available,85,76.6,77.2,45.5,46.1,4.9,0.2,Not Available,717600,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2407400.5,24719.3,1796076.8,526399.9,526399.9,268,06/2018,333.2,181.1,152.1,Not Available,Not Available,,2019-05-01T15:12:16.000,40.610073,-74.16212900000001,502.0,50.0,29104.0,New Springville-Bloomfield-Travis
644,1634089,R435-0500302,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5039300010,5039300010,5055367,465 New Dorp Lane,Not Available,10306,465,New Dorp,Staten Island,,505780,K-12 School,K-12 School,K-12 School,505780.0,Not Available,Not Available,Not Available,Not Available,1980,1,100,Whole Building,Not Available,78,98.8,98.7,61.4,61.4,6,0,Not Available,2.05829487E7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,82700,839.1,10399776,3047999.6,3042095.5,1016.2,09/2018,2412.6,1531.8,880.8,Not Available,Not Available,,2019-05-01T15:12:39.000,,,,,,
645,1634091,R023-0500342,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5043730001,5043730001,5059927,30 Natick Street,Not Available,10306,30,Natick Street,Staten Island,,79375,K-12 School,K-12 School,K-12 School,79375.0,Not Available,Not Available,Not Available,Not Available,1964,1,100,Whole Building,Not Available,74,90.3,91.9,58.1,59.6,4.9,0.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3278400.2,33987.2,1330407,389920,389920,226,06/2018,286.8,174.1,112.7,Not Available,Not Available,,2019-05-01T15:11:18.000,40.571187,-74.132634,503.0,50.0,138.0,Oakwood-Oakwood Beach
646,1634093,R058-0500442,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5024500305,5024500305,5145698,77 Marsh Avenue,Not Available,10314,77,Marsh Avenue,Staten Island,,107125,K-12 School,K-12 School,K-12 School,107125.0,Not Available,Not Available,Not Available,Not Available,2001,1,100,Whole Building,Not Available,19,188.6,187.8,101.4,101.6,13.6,0.5,Not Available,621000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5194200.1,52874.9,5045665.1,1478799.7,1459053.5,640.8,09/2018,749.3,322,427.3,Not Available,Not Available,,2019-05-01T15:12:02.000,40.583139,-74.161862,502.0,51.0,27702.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
647,1634095,X093-0200134,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2036520001,2036520001,2097341,1535 Story Avenue,Not Available,10473,1535,Story Avenue,Bronx,,108329,K-12 School,K-12 School,K-12 School,108329.0,Not Available,Not Available,Not Available,Not Available,1929,1,100,Whole Building,Not Available,47,90.7,92.2,68.4,69.8,3.2,0.6,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6246600.2,63969.9,1167995.8,342320,342320,146.4,06/2018,430.7,331.8,98.9,Not Available,Not Available,,2019-05-01T15:12:16.000,40.821776,-73.876918,209.0,17.0,28.0,Soundview-Castle Hill-Clason Point-Harding Park
648,1634097,X095-0200137,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2032520182,2032520182,2015472,3961 Hillman Avenue,Not Available,10463,3961,Hillman Avenue,Bronx,,172800,K-12 School,K-12 School,K-12 School,172800.0,Not Available,Not Available,Not Available,Not Available,1932,1,100,Whole Building,Not Available,21,141.4,142.2,87.8,88.8,8.5,0.2,Not Available,6211007.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3961200.3,39684,5002674.5,1466199.9,1461092.1,506,06/2018,1095,671.3,423.7,Not Available,Not Available,,2019-05-01T15:11:18.000,40.882898,-73.891256,208.0,11.0,281.0,Van Cortlandt Village
649,1634099,X109-0200152,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2028770393,2028770393,2094549,1771 Popham Avenue,Not Available,10453,1771,Popham Avenue,Bronx,,99512,K-12 School,K-12 School,K-12 School,99512.0,Not Available,Not Available,Not Available,Not Available,1950,1,100,Whole Building,Not Available,38,127.5,127.5,94.4,94.4,5.2,0.1,Not Available,Not Available,7069904.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,550100,5468.6,1775331.9,520319.9,520319.9,275.2,09/2018,711.9,561.5,150.4,Not Available,Not Available,,2019-05-01T15:12:26.000,40.851414,-73.918533,205.0,14.0,20502.0,University Heights-Morris Heights
650,1634101,X111-0200154,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2049160001,2049160001,2065992,3740 Baychester Avenue,Not Available,10466,3740,Baychester Avenue,Bronx,,105775,K-12 School,K-12 School,K-12 School,105775.0,Not Available,Not Available,Not Available,Not Available,1962,1,100,Whole Building,Not Available,29,152.7,151.9,102.4,101.6,8.1,0,Not Available,Not Available,7850653.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,69800,713.9,2909753.5,852799.9,852799.9,294,09/2018,841.2,594.8,246.4,Not Available,Not Available,,2019-05-01T15:12:26.000,40.884343,-73.840254,212.0,12.0,484.0,Eastchester-Edenwald-Baychester
651,1634103,X116-0200159,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2027140004,2027140004,2005660,977 Fox Street,Not Available,10459,977,Fox Street,Bronx,,208800,K-12 School,K-12 School,K-12 School,208800.0,Not Available,Not Available,Not Available,Not Available,1973,1,100,Whole Building,Not Available,70,102.2,102,52.1,52.3,7.9,0.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5232499.6,53171.3,5655730.6,1657599.6,1644168.8,594.2,09/2018,756.9,277.9,479,Not Available,Not Available,,2019-05-01T15:12:16.000,40.822443,-73.893902,202.0,17.0,159.0,Hunts Point
652,1634105,X126-0200169,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2025260083,2025260083,2003495,175 West 166th Street,Not Available,10452,175,West 166th,Bronx,,105700,K-12 School,K-12 School,K-12 School,105700.0,Not Available,Not Available,Not Available,Not Available,1969,1,100,Whole Building,Not Available,69,91,92.6,64.2,65.8,4.3,0,Not Available,Not Available,5171728.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72700,727,1543588.8,452399.9,452399.9,124,05/2018,524,393.2,130.7,Not Available,Not Available,,2019-05-01T15:11:53.000,,,,,,
653,1634107,X137-0200181,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2031430043,2031430043,2013307,22-25 Webster Avenue,Not Available,10457,22-25,Webster Avenue,Bronx,,237600,K-12 School,K-12 School,K-12 School,237600.0,Not Available,Not Available,Not Available,Not Available,1975,1,100,Whole Building,Not Available,65,116.6,116.6,58.6,58.6,9.2,0.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6440299.8,64566.6,7476374.4,2191199.7,2191199.7,772.8,10/2018,975.2,342.1,633.2,Not Available,Not Available,,2019-05-01T15:11:29.000,40.854515,-73.896703,205.0,15.0,379.0,Mount Hope
654,1634109,X139-0200183,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2022860036,2022860036,2000391,345 Brook Avenue,Not Available,10454,345,Brook Avenue,Bronx,,164525,K-12 School,K-12 School,K-12 School,164525.0,Not Available,Not Available,Not Available,Not Available,1957,1,100,Whole Building,Not Available,85,83.5,83.5,54.8,54.9,4.6,0,Not Available,6141275.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,294900,2949,2580563.8,756319.9,754154.7,331.2,09/2018,689.9,471.4,218.5,Not Available,Not Available,,2019-05-01T15:11:30.000,40.81004,-73.917792,201.0,8.0,41.0,Mott Haven-Port Morris
655,1634111,X143-0200187,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2032530141,2032530141,2015547,120 West 231st Street,Not Available,10463,120,West 231st,Bronx,,159775,K-12 School,K-12 School,K-12 School,159775.0,Not Available,Not Available,Not Available,Not Available,1957,1,100,Whole Building,Not Available,68,91,Not Available,62.6,Not Available,4.6,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,89300,910.6,2475747.2,725599.9,730930,228,07/2018,769.9,560.2,209.7,Not Available,Not Available,,2019-05-01T15:12:16.000,,,,,,
656,1634113,X157-0200198,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2026250001,2026250001,2004464,757 Cauldwell Avenue,Not Available,10456,757,Cauldwell Avenue,Bronx,,98400,K-12 School,K-12 School,K-12 School,98400.0,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,85,75,75.1,51.3,51.4,3.5,0.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3867900.3,38761.4,1184646.4,347200,347200,140,09/2018,305.8,205.4,100.3,Not Available,Not Available,,2019-05-01T15:12:17.000,40.819258000000005,-73.908553,201.0,17.0,75.0,Melrose South-Mott Haven North
657,1634115,X193-0200199,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,2029510032,2029510032,2094582,1919 Prospect Avenue,Not Available,10457,1919,Prospect Avenue,Bronx,,210175,K-12 School,K-12 School,K-12 School,210175.0,Not Available,Not Available,Not Available,Not Available,1974,1,100,Whole Building,Not Available,85,83.8,83.4,49.6,49.5,5.5,0,Not Available,6374358.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,108200,1082,3949731.3,1157599.9,1150986.5,497.8,09/2018,813.3,478.8,334.5,Not Available,Not Available,,2019-05-01T15:11:53.000,40.843546,-73.88975500000001,206.0,17.0,36901.0,East Tremont
658,1634117,M001-0100026,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1002790040,1002790040,1003375,8 Henry Street,Not Available,10038,8,Henry Street,Manhattan,,87680,K-12 School,K-12 School,K-12 School,87680.0,Not Available,Not Available,Not Available,Not Available,1900,1,100,Whole Building,Not Available,64,113.1,112.6,75.6,75.5,5.6,0.6,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4932799.8,49443.2,1692352,495999.9,489925,168,06/2018,405.3,262,143.3,Not Available,Not Available,,2019-05-01T15:12:40.000,40.712759999999996,-73.997489,103.0,1.0,27.0,Chinatown
659,1634119,M028-0100048,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1021070026,1021070026,1076739,475 West 155th Street,Not Available,10032,475,West 155th,Manhattan,,122525,K-12 School,K-12 School,K-12 School,122525.0,Not Available,Not Available,Not Available,Not Available,1959,1,100,Whole Building,Not Available,84,75,74.6,50.5,50.1,3.9,0,Not Available,Not Available,4140413.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,406600,4131.1,1635030.4,479199.9,479199.9,266,09/2018,471.8,333.3,138.5,Not Available,Not Available,,2019-05-01T15:12:40.000,,,,,,
660,1634121,M036-0100054,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1018500002,1018500002,1055890,123 Morningside Drive,Not Available,10027,123,Morningside Drive,Manhattan,,85280,K-12 School,K-12 School,K-12 School,85280.0,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,53,123.9,124.3,83.5,84.6,5.9,0.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5363599.8,54841.9,1761137.9,516159.9,506906.3,228.8,09/2018,434,284.9,149.2,Not Available,Not Available,,2019-05-01T15:11:18.000,40.81027,-73.957482,109.0,7.0,19701.0,Morningside Heights
661,1634123,M486-0100075,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1009980041,1009980041,1069583,120 West 46th Street,Not Available,10036,120,West 46th,Manhattan,,62180,K-12 School,K-12 School,K-12 School,62180.0,Not Available,Not Available,Not Available,Not Available,1893,1,100,Whole Building,Not Available,31,182.2,182.3,93,93.1,12.9,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3001716,Not Available,Not Available,39500,404.3,2741200.8,803399.9,803399.9,318,09/2018,433.6,2.1,431.5,Not Available,Not Available,,2019-05-01T15:11:18.000,,,,,,
662,1634125,M075-0100080,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1012530065,1012530065,1034190,735 West End Avenue,Not Available,10025,735,West End,Manhattan,,110575,K-12 School,K-12 School,K-12 School,110575.0,Not Available,Not Available,Not Available,Not Available,1950,1,100,Whole Building,Not Available,85,83.3,84.2,49.3,50.3,5.5,0,Not Available,3309239.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,75400,754,2067672,605999.9,603372.2,260,06/2018,424.7,249.6,175.1,Not Available,Not Available,,2019-05-01T15:12:27.000,,,,,,
663,1634127,M076-0100081,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1019260017,1019260017,1058470,220 West 121st Street,Not Available,10027,220,West 121st,Manhattan,,105680,K-12 School,K-12 School,K-12 School,105680.0,Not Available,Not Available,Not Available,Not Available,1963,1,100,Whole Building,Not Available,68,104.4,104.2,64.2,64.3,6.1,0.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4557499.9,45792.1,2231720.9,654079.9,649147.8,251.2,06/2018,431.1,242.1,189,Not Available,Not Available,,2019-05-01T15:11:30.000,,,,,,
664,1634129,M118-0100109,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1012230005,1012230005,1032522,154 West 93rd Street,Not Available,10025,154,West 93rd,Manhattan,,168175,K-12 School,K-12 School,K-12 School,168175.0,Not Available,Not Available,Not Available,Not Available,1940,1,100,Whole Building,Not Available,55,114,113.8,82.6,82.2,5,0,Not Available,Not Available,10536411,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,492900,4983.7,2859256,837999.9,843692,336,09/2018,1061.6,819.5,242.1,Not Available,Not Available,,2019-05-01T15:11:30.000,,,,,,
665,1634131,M123-0100113,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1020420035,1020420035,1060726,301 West 140th Street,Not Available,10030,301,West 140th,Manhattan,,141725,K-12 School,K-12 School,K-12 School,141725.0,Not Available,Not Available,Not Available,Not Available,1958,1,100,Whole Building,Not Available,85,81.4,81.4,47.7,47.7,5.2,0.3,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4222000,42220,2535798.4,743199.9,743199.9,284,09/2018,439,224.3,214.8,Not Available,Not Available,,2019-05-01T15:11:19.000,,,,,,
666,1634133,M140-0100125,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1003440001,1003440001,1004091,123 Ridge Street,Not Available,10002,123,Ridge Street,Manhattan,,99481,K-12 School,K-12 School,K-12 School,99481.0,Not Available,Not Available,Not Available,Not Available,1957,1,100,Whole Building,Not Available,68,81.5,82.8,54,55.3,4.4,0,Not Available,3588689.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,297700,2977,1488177.9,436159.9,436159.9,145.6,06/2018,408.2,282.1,126,Not Available,Not Available,,2019-05-01T15:11:19.000,40.71925,-73.983056,103.0,1.0,2201.0,Lower East Side
667,1634135,M146-0100129,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1017000001,1017000001,1052999,421 East 106th Street,Not Available,10029,421,East 106th,Manhattan,,109300,K-12 School,K-12 School,K-12 School,109300.0,Not Available,Not Available,Not Available,Not Available,1964,1,100,Whole Building,Not Available,87,69.4,69.4,43.4,43.4,4,0.3,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3251300.1,32513,1489269.8,436480,436480,251.2,09/2018,298.8,172.7,126.1,Not Available,Not Available,,2019-05-01T15:12:27.000,,,,,,
668,1634137,M173-0100149,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,1021420154,1021420154,1063503,306 Fort Washington Avenue,Not Available,10033,306,Fort Washington,Manhattan,,135965,K-12 School,K-12 School,K-12 School,135965.0,Not Available,Not Available,Not Available,Not Available,1946,1,100,Whole Building,Not Available,10,169.5,170.9,139.6,140.8,3.9,1.3,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.72057016E7,173557.3,1778061.4,521119.9,524199.3,164,09/2018,1064.5,913.9,150.6,Not Available,Not Available,,2019-05-01T15:11:30.000,,,,,,
