,bn,school_year,start_date,overall_rating,indicator_1_1,indicator_1_2,indicator_1_3,indicator_1_4,indicator_1_5,indicator_1_6,indicator_1_7,indicatoroverall_1,indicator_2_1,indicator_2_2,indicator_2_3,indicator_2_4,indicator_2_5,indicator_2_6,indicator_2_7,indicatoroverall_2,indicator_3_1,indicator_3_2,indicator_3_3,indicator_3_4,indicator_3_5,indicator_3_6,indicator_3_7,indicator_3_8,indicatoroverall_3,indicator_4_1,indicator_4_2,indicator_4_3,indicator_4_4,indicator_4_5,indicator_4_6,indicator_4_7,indicatoroverall_4,indicator_5_1,indicator_5_2,indicator_5_3,indicator_5_4,indicator_5_5,indicator_5_6,indicator_5_7,indicatoroverall_5
620,M155,2006-07-01T00:00:00.000,2007-01-23T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
621,M182,2006-07-01T00:00:00.000,2007-01-23T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,P,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,No Data,No Data,WD
622,M839,2006-07-01T00:00:00.000,2007-01-23T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
623,X005,2006-07-01T00:00:00.000,2007-01-23T00:00:00.000,WD,WD,WD,P,P,No Data,No Data,No Data,WD,P,P,WD,P,WD,No Data,No Data,P,P,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,P,P,No Data,No Data,No Data,P
624,X025,2006-07-01T00:00:00.000,2007-01-23T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,No Data,No Data,No Data,P
625,X203,2006-07-01T00:00:00.000,2007-01-23T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,U,U,P,P,U,No Data,No Data,U,P,U,WD,P,P,P,P,P,P,P,P,U,U,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
626,X224,2006-07-01T00:00:00.000,2007-01-23T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,U,U,P,U,P,U,P,U,U,U,U,P,U,WD,P,U,U,U,U,U,U,No Data,No Data,No Data,U
627,X298,2006-07-01T00:00:00.000,2007-01-23T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,U,P,P,P,P,No Data,No Data,P,U,U,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
628,M037,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,P,P,WD,P,P,WD,WD,P,P,P,P,WD,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
629,M083,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
630,M104,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,WD,P,WD,WD,P,P,WD,WD,P,P,WD,WD,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
631,M108,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
632,M112,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
633,M140,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,WD,P,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
634,M146,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,P,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,P,WD,U,P,No Data,No Data,P,P,P,WD,WD,P,P,P,WD,P,WD,WD,WD,WD,WD,WD,P,WD,WD,P,P,P,No Data,No Data,No Data,P
635,M825,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,U,P,P,No Data,No Data,U,P,P,P,P,P,P,P,P,P,P,P,P,U,P,P,P,P,U,P,U,U,No Data,No Data,No Data,U
636,R045,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,WD,WD,P,P,P,WD,WD,P,WD,WD,WD,WD,P,WD,P,P,WD,P,P,P,P,No Data,No Data,No Data,P
637,X001,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,U,U,U,U,U,P,P,P,U,P,U,U,U,P,U,P,U,U,U,U,U,No Data,No Data,No Data,U
638,X179,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,WD,WD,U,P,P,No Data,No Data,No Data,P,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
639,X220,2006-07-01T00:00:00.000,2007-01-24T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,P,P,P,WD,P,P,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
640,M007,2006-07-01T00:00:00.000,2007-01-25T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,U,P,WD,P,No Data,No Data,P,P,U,P,P,P,P,P,WD,P,P,WD,P,P,WD,WD,P,P,U,U,U,U,No Data,No Data,No Data,U
641,M038,2006-07-01T00:00:00.000,2007-01-25T00:00:00.000,P,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,No Data,No Data,No Data,P
642,M102,2006-07-01T00:00:00.000,2007-01-25T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,WD,WD,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,WD,WD,P,P,P,U,P,P,No Data,No Data,No Data,P
643,M184,2006-07-01T00:00:00.000,2007-01-25T00:00:00.000,P,P,U,P,P,No Data,No Data,No Data,P,P,U,P,P,P,No Data,No Data,P,P,P,P,P,P,WD,WD,WD,P,P,WD,WD,P,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
644,M255,2006-07-01T00:00:00.000,2007-01-25T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
645,M260,2006-07-01T00:00:00.000,2007-01-25T00:00:00.000,U,P,U,U,U,No Data,No Data,No Data,U,U,U,U,P,U,No Data,No Data,U,P,P,P,P,U,P,P,WD,P,P,P,P,U,P,P,P,P,U,U,P,U,No Data,No Data,No Data,U
646,M301,2006-07-01T00:00:00.000,2007-01-25T00:00:00.000,P,P,U,P,U,No Data,No Data,No Data,P,U,P,P,U,P,No Data,No Data,P,P,P,P,P,P,U,P,P,P,P,P,U,U,WD,WD,U,P,U,U,U,U,No Data,No Data,No Data,U
647,X029,2006-07-01T00:00:00.000,2007-01-25T00:00:00.000,P,P,P,U,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,WD,WD,WD,WD,WD,WD,WD,P,P,P,WD,P,WD,WD,P,P,U,P,P,No Data,No Data,No Data,P
648,X031,2006-07-01T00:00:00.000,2007-01-25T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,WD,WD,P,WD,No Data,No Data,WD,P,P,P,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
649,X223,2006-07-01T00:00:00.000,2007-01-25T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,WD,No Data,No Data,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,WD,P,No Data,No Data,No Data,P
650,X018,2006-07-01T00:00:00.000,2007-01-26T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,P,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
651,K375,2006-07-01T00:00:00.000,2007-01-29T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,U,P,U,No Data,No Data,U,U,U,P,U,P,U,P,U,U,U,P,U,U,P,P,WD,U,U,U,U,U,No Data,No Data,No Data,U
652,M004,2006-07-01T00:00:00.000,2007-01-29T00:00:00.000,P,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,P,WD,P,WD,No Data,No Data,WD,WD,P,P,P,WD,P,WD,P,P,WD,P,WD,P,WD,WD,P,P,WD,WD,P,P,No Data,No Data,No Data,P
653,M051,2006-07-01T00:00:00.000,2007-01-29T00:00:00.000,WD,WD,WD,P,WD,No Data,No Data,No Data,WD,P,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
654,M143,2006-07-01T00:00:00.000,2007-01-29T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,WD,No Data,No Data,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
655,M152,2006-07-01T00:00:00.000,2007-01-29T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,WD,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
656,M195,2006-07-01T00:00:00.000,2007-01-29T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,WD,No Data,No Data,P,P,P,WD,P,P,P,P,P,P,WD,P,P,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
657,Q004,2006-07-01T00:00:00.000,2007-01-29T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
658,X030,2006-07-01T00:00:00.000,2007-01-29T00:00:00.000,P,P,WD,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,WD,P,P,P,P,WD,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
659,X049,2006-07-01T00:00:00.000,2007-01-29T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,P,P,P,WD,WD,P,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,U,No Data,No Data,No Data,P
660,X300,2006-07-01T00:00:00.000,2007-01-29T00:00:00.000,P,P,U,P,P,No Data,No Data,No Data,P,P,P,P,U,P,No Data,No Data,P,P,U,P,P,P,U,P,P,P,P,P,P,P,WD,P,U,P,P,U,U,P,No Data,No Data,No Data,P
661,K186,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,WD,WD,P,P,P,No Data,No Data,No Data,P,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,No Data,No Data,No Data,WD
662,K272,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,P,U,U,P,U,No Data,No Data,No Data,U,P,U,P,P,U,No Data,No Data,P,P,U,P,P,P,P,P,P,P,U,WD,P,U,WD,P,P,P,P,U,U,P,No Data,No Data,No Data,P
663,M018,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,No Data,No Data,No Data,P
664,M072,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,P,P,WD,P,WD,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,WD,P,WD,P,P,P,WD,WD,P,P,WD,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
665,M096,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,P,P,WD,No Data,No Data,No Data,P
666,M171,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,WD,WD,P,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,No Data,No Data,No Data,WD
667,M206,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,U,No Data,No Data,P,P,P,P,P,WD,P,P,P,P,P,WD,P,WD,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
668,X043,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,P,WD,WD,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,WD,WD,WD,P,WD,WD,P,P,P,P,P,WD,P,P,P,P,P,WD,P,No Data,No Data,No Data,P
669,X065,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,U,U,P,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,U,U,U,U,U,U,U,P,U,U,U,U,U,P,P,U,U,U,U,U,U,No Data,No Data,No Data,U
670,X156,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,U,U,U,P,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,P,U,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
671,X157,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,WD,P,WD,P,WD,WD,WD,P,WD,P,P,WD,WD,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
672,X161,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,WD,WD,WD,P,P,No Data,No Data,No Data,P,P,P,WD,WD,WD,No Data,No Data,WD,P,P,WD,WD,WD,P,WD,WD,P,WD,P,P,P,WD,WD,WD,WD,P,WD,WD,P,No Data,No Data,No Data,WD
673,X215,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,P,P,WD,P,P,WD,WD,WD,P,P,P,WD,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
674,X277,2006-07-01T00:00:00.000,2007-01-30T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,U,P,P,P,P,No Data,No Data,P,P,P,P,P,WD,P,WD,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
675,M003,2006-07-01T00:00:00.000,2007-01-31T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,No Data,No Data,No Data,WD
676,M028,2006-07-01T00:00:00.000,2007-01-31T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,WD,P,P,WD,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,No Data,No Data,No Data,WD
677,M048,2006-07-01T00:00:00.000,2007-01-31T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,P,P,P,P,U,No Data,No Data,P,P,U,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
678,M098,2006-07-01T00:00:00.000,2007-01-31T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,U,P,P,P,U,No Data,No Data,P,U,P,P,WD,WD,P,WD,WD,P,P,P,WD,P,WD,WD,WD,P,U,U,P,P,No Data,No Data,No Data,P
679,M128,2006-07-01T00:00:00.000,2007-01-31T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,P,P,P,P,WD,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
680,M189,2006-07-01T00:00:00.000,2007-01-31T00:00:00.000,P,WD,P,U,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,WD,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
681,M223,2006-07-01T00:00:00.000,2007-01-31T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,WD,P,P,P,WD,WD,P,WD,P,P,P,P,P,P,P,WD,P,P,P,P,P,No Data,No Data,No Data,P
682,M117,2006-07-01T00:00:00.000,2007-02-01T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,P,P,U,U,U,No Data,No Data,U,U,P,P,U,U,P,U,P,U,U,U,P,P,P,U,U,U,U,U,U,U,No Data,No Data,No Data,U
683,M289,2006-07-01T00:00:00.000,2007-02-01T00:00:00.000,P,P,P,P,WD,No Data,No Data,No Data,P,WD,P,P,WD,WD,No Data,No Data,P,WD,P,WD,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,No Data,No Data,No Data,P
684,M408,2006-07-01T00:00:00.000,2007-02-01T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,WD,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
685,M411,2006-07-01T00:00:00.000,2007-02-01T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,WD,P,WD,WD,WD,No Data,No Data,WD,WD,P,WD,P,P,WD,WD,P,P,WD,WD,WD,P,WD,P,WD,P,WD,P,P,P,No Data,No Data,No Data,P
686,M416,2006-07-01T00:00:00.000,2007-02-01T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,P,WD,WD,WD,P,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
687,M425,2006-07-01T00:00:00.000,2007-02-01T00:00:00.000,P,WD,U,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,WD,WD,WD,P,WD,P,P,P,P,WD,P,P,WD,WD,P,P,WD,P,P,No Data,No Data,No Data,P
688,M429,2006-07-01T00:00:00.000,2007-02-01T00:00:00.000,U,U,U,U,P,No Data,No Data,No Data,U,U,U,P,P,U,No Data,No Data,U,P,U,P,P,WD,P,P,P,P,U,P,U,U,P,P,U,U,U,U,U,U,No Data,No Data,No Data,U
689,M442,2006-07-01T00:00:00.000,2007-02-01T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,P,P,WD,WD,P,WD,WD,WD,WD,WD,P,P,P,WD,WD,P,P,P,P,P,U,No Data,No Data,No Data,P
690,M509,2006-07-01T00:00:00.000,2007-02-01T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,U,U,P,P,P,U,U,P,U,P,P,P,U,P,P,P,P,U,U,U,U,No Data,No Data,No Data,U
691,M655,2006-07-01T00:00:00.000,2007-02-01T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,WD,P,No Data,No Data,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
692,M896,2006-07-01T00:00:00.000,2007-02-01T00:00:00.000,P,P,P,U,U,No Data,No Data,No Data,U,U,U,P,P,P,No Data,No Data,P,P,U,P,P,P,U,P,P,P,P,P,P,P,WD,P,P,P,U,P,P,P,No Data,No Data,No Data,P
693,M409,2006-07-01T00:00:00.000,2007-02-02T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,WD,No Data,No Data,P,WD,P,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
694,M419,2006-07-01T00:00:00.000,2007-02-02T00:00:00.000,P,WD,P,P,P,No Data,No Data,No Data,P,U,P,WD,WD,WD,No Data,No Data,P,WD,WD,P,P,P,P,WD,U,P,P,P,P,P,WD,P,P,P,U,U,P,P,No Data,No Data,No Data,P
695,M580,2006-07-01T00:00:00.000,2007-02-02T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,WD,P,P,P,P,P,WD,P,P,P,P,P,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
696,M635,2006-07-01T00:00:00.000,2007-02-02T00:00:00.000,U,U,U,P,P,No Data,No Data,No Data,U,U,U,U,U,U,No Data,No Data,U,U,U,P,P,P,U,P,P,U,P,P,U,P,P,U,P,P,P,U,P,P,No Data,No Data,No Data,P
697,X010,2006-07-01T00:00:00.000,2007-02-02T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,No Data,No Data,No Data,P
698,X012,2006-07-01T00:00:00.000,2007-02-02T00:00:00.000,U,U,U,P,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,P,U,U,U,U,P,P,P,U,U,U,U,U,WD,P,U,U,U,U,U,U,No Data,No Data,No Data,U
699,X500,2006-07-01T00:00:00.000,2007-02-02T00:00:00.000,P,P,P,P,U,No Data,No Data,No Data,P,U,P,P,U,U,No Data,No Data,U,P,P,P,P,P,P,P,P,P,P,P,P,U,P,U,P,P,U,P,P,U,No Data,No Data,No Data,U
700,K001,2006-07-01T00:00:00.000,2007-02-05T00:00:00.000,P,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,P,P,P,P,WD,WD,No Data,No Data,No Data,P
701,M435,2006-07-01T00:00:00.000,2007-02-05T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,P,WD,WD,WD,P,P,WD,P,WD,WD,WD,WD,P,WD,WD,WD,P,P,P,P,No Data,No Data,No Data,P
702,M440,2006-07-01T00:00:00.000,2007-02-05T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,P,P,U,P,P,P,P,P,P,P,P,P,P,U,U,U,No Data,No Data,No Data,U
703,M539,2006-07-01T00:00:00.000,2007-02-05T00:00:00.000,U,U,U,U,U,No Data,No Data,No Data,U,U,U,P,U,U,No Data,No Data,U,U,U,U,U,U,U,U,P,U,U,U,U,U,P,U,P,U,U,U,U,U,No Data,No Data,No Data,U
704,M811,2006-07-01T00:00:00.000,2007-02-05T00:00:00.000,P,P,P,P,P,No Data,No Data,No Data,P,P,U,U,WD,P,No Data,No Data,P,P,P,P,P,U,P,P,WD,P,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
705,Q501,2006-07-01T00:00:00.000,2007-02-05T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
706,X121,2006-07-01T00:00:00.000,2007-02-05T00:00:00.000,WD,WD,WD,WD,P,No Data,No Data,No Data,WD,WD,P,WD,P,P,No Data,No Data,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
707,X176,2006-07-01T00:00:00.000,2007-02-05T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
708,X186,2006-07-01T00:00:00.000,2007-02-05T00:00:00.000,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD,WD,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,No Data,No Data,WD
